  === Zero Test === 
      1 B  |HWPopCnt     :OK   |VPopCntHSW   :OK   |VPopCntSKXYMM:OK   |VPopCntKNL   :OK   |VPopCntSKX   :OK   |VPopCntCNL   :OK   |VPopCntKNM   :OK   |VPopCntICL   :OK   |
   Method: |HWPopCnt     |VPopCntHSW   |VPopCntSKXYMM|VPopCntKNL   |VPopCntSKX   |VPopCntCNL   |VPopCntKNM   |VPopCntICL   |
   RDTSCP  |           45|           72|           46|           54|           59|           62|           50|           46|
     64 B  |      5.818  |     10.667  |      2.909  |      2.667  |      9.143  |      6.400  |     16.000 *|      6.400  |
     96 B  |      6.000  |     12.000  |      3.840  |      4.000  |      5.053  |      6.000  |     12.000 *|      4.364  |
    128 B  |      6.095  |      8.533  |      4.923  |      3.282  |      6.737  |     12.800  |      9.143  |      8.000 *|
    192 B  |      6.857  |      8.000  |      5.053  |      4.174  |     11.294  |     10.667  |     10.667  |      9.600 *|
    256 B  |      6.564  |      8.828  |      6.095  |      4.571  |     12.190  |     14.222  |     12.800  |     12.800 *|
    384 B  |      6.857  |      8.930  |      7.245  |      4.571  |     13.241  |      8.930  |     19.200 *|     14.769  |
    512 B  |      6.737  |     13.838  |     12.190  |      4.923  |     13.128  |     10.894  |     25.600  |     25.600 *|
    768 B  |      6.564  |     11.815  |     10.817  |      5.120  |     13.714  |     16.340  |     33.391 *|     28.444 *|
   1024 B  |      6.649  |     13.838  |     16.000  |     11.253  |     22.756  |     26.947  |     34.133  |     34.133 *|
   1536 B  |      6.796  |     13.357  |     18.506  |      8.440  |     18.506  |     21.634  |     39.385  |     37.463 *|
   2048 B  |      6.827  |     13.299  |     13.745  |     16.926  |     29.257  |     31.508  |     40.157  |     40.157 *|
   3072 B  |      6.888  |     13.838  |     15.059  |     20.480  |     32.337  |     34.909  |     42.082  |     42.082 *|
      4 KiB|      6.872  |     13.608  |     16.926  |     19.598  |     27.676  |     27.864  |     44.522  |     44.522 *|
      6 KiB|      6.880  |     13.503  |     20.144  |     19.443  |     27.927  |     27.066  |     47.628 *|     44.847  |
      8 KiB|      6.913  |     13.563  |     21.501  |     26.256  |     33.712  |     32.768  |     46.811  |     47.906 *|
     12 KiB|      6.911  |     13.730  |     23.406  |     30.118  |     37.350  |     38.886  |     48.188  |     49.349 *|
     16 KiB|      6.922  |     14.051  |     25.129  |     32.768  |     39.864  |     40.756  |     48.762  |     49.648 *|
     24 KiB|      6.929  |     14.051  |     26.684  |     36.409  |     41.725  |     42.593  |     49.349  |     49.648 *|
     32 KiB|      6.932  |     14.070  |     27.171  |     38.191  |     43.807  |     43.749  |     49.875  |     49.951 *|
     48 KiB|      6.921  |     14.003  |     27.943  |     40.289  |     45.176  |     45.301  |     50.309 *|     50.104 *|
     64 KiB|      6.923  |     13.985  |     26.793  |     37.173  |     38.460  |     38.940  |     42.037 *|     41.769  |
     96 KiB|      6.929  |     13.895  |     26.822  |     37.985  |     39.306  |     38.901  |     42.759 *|     42.010  |
    128 KiB|      6.930  |     13.960  |     27.008  |     38.471  |     39.267  |     39.056  |     42.764 *|     42.391  |
    192 KiB|      6.929  |     13.945  |     27.269  |     38.817  |     39.623  |     39.385  |     42.272  |     42.787 *|
    256 KiB|      6.927  |     14.005  |     27.179  |     39.337  |     39.605  |     39.290  |     41.823 *|     41.756  |
    384 KiB|      6.925  |     13.958  |     27.278  |     39.282  |     39.691  |     39.695  |     40.609 *|     40.504  |
    512 KiB|      6.926  |     13.964  |     26.978  |     38.292  |     38.813  |     37.942  |     39.388  |     39.689 *|
    768 KiB|      6.915  |     13.001  |     17.029  |     17.134  |     17.320  |     17.340  |     17.468  |     17.508 *|
   1024 KiB|      6.921  |     12.880  |     16.722  |     16.743  |     17.015  |     16.965  |     17.174 *|     17.168  |
   1536 KiB|      6.923  |     12.879  |     16.710  |     16.811  |     16.997  |     16.966  |     17.178 *|     17.170  |
   2048 KiB|      6.924  |     12.879  |     16.783  |     16.807  |     16.994  |     16.970  |     17.168  |     17.168 *|
   3072 KiB|      6.923  |     12.880  |     16.733  |     16.824  |     17.005  |     16.978  |     17.175 *|     17.173  |
      4 MiB|      6.922  |     12.881  |     16.759  |     16.781  |     16.985  |     16.981  |     17.179 *|     17.162  |
      6 MiB|      6.741  |     11.822  |     15.482  |     15.505  |     15.944  |     16.118  |     16.475 *|     16.420  |
      8 MiB|      6.151  |      8.592  |     12.041  |     13.057  |     13.219  |     13.364  |     13.725  |     13.793 *|
     12 MiB|      5.615  |      7.328  |      9.209  |      9.966  |     10.141 *|      9.664  |      9.771  |      8.309  |
     16 MiB|      4.825  |      6.317  |      6.881  |      7.831  |      8.200  |      8.744  |      9.103  |      9.472 *|
     24 MiB|      5.685  |      6.959  |      8.033  |      8.379  |      8.452  |      8.520  |      8.613  |      8.700 *|
     32 MiB|      5.680  |      6.848  |      7.812  |      8.087  |      8.146  |      8.149  |      8.337  |      8.387 *|
     48 MiB|      5.631  |      6.606  |      7.464  |      7.698  |      7.675  |      7.757  |      8.038 *|      7.988  |
     64 MiB|      5.645  |      6.464  |      7.247  |      7.557  |      7.610  |      7.594  |      7.823 *|      7.773  |
     96 MiB|      5.602  |      6.451  |      7.227  |      7.471  |      7.422  |      7.443  |      7.674 *|      7.657  |
    128 MiB|      5.603  |      6.404  |      7.188  |      7.433  |      7.384  |      7.375  |      7.575  |      7.615 *|
    192 MiB|      5.585  |      6.404  |      7.117  |      7.336  |      7.291  |      7.283  |      7.534  |      7.537 *|
    256 MiB|      5.590  |      6.372  |      7.110  |      7.349  |      7.302  |      7.314  |      7.484  |      7.504 *|
  === Performance Test (TSC clks per processed qwords) === 
   Method: |HWPopCnt     |VPopCntHSW   |VPopCntSKXYMM|VPopCntKNL   |VPopCntSKX   |VPopCntCNL   |VPopCntKNM   |VPopCntICL   |
   RDTSCP  |           45|           72|           46|           54|           59|           62|           50|           46|
     64 B  |      1.375  |      0.750  |      2.750  |      3.000  |      0.875  |      1.250  |      0.500 *|      1.250  |
     96 B  |      1.333  |      0.667  |      2.083  |      2.000  |      1.583  |      1.333  |      0.667 *|      1.833  |
    128 B  |      1.313  |      0.938  |      1.625  |      2.438  |      1.188  |      0.625  |      0.875  |      1.000 *|
    192 B  |      1.167  |      1.000  |      1.583  |      1.917  |      0.708  |      0.750  |      0.750  |      0.833 *|
    256 B  |      1.219  |      0.906  |      1.313  |      1.750  |      0.656  |      0.563  |      0.625  |      0.625 *|
    384 B  |      1.167  |      0.896  |      1.104  |      1.750  |      0.604  |      0.896  |      0.417 *|      0.542  |
    512 B  |      1.188  |      0.578  |      0.656  |      1.625  |      0.609  |      0.734  |      0.313  |      0.313 *|
    768 B  |      1.219  |      0.677  |      0.740  |      1.563  |      0.583  |      0.490  |      0.240 *|      0.281 *|
   1024 B  |      1.203  |      0.578  |      0.500  |      0.711  |      0.352  |      0.297  |      0.234  |      0.234 *|
   1536 B  |      1.177  |      0.599  |      0.432  |      0.948  |      0.432  |      0.370  |      0.203  |      0.214 *|
   2048 B  |      1.172  |      0.602  |      0.582  |      0.473  |      0.273  |      0.254  |      0.199  |      0.199 *|
   3072 B  |      1.161  |      0.578  |      0.531  |      0.391  |      0.247  |      0.229  |      0.190  |      0.190 *|
      4 KiB|      1.164  |      0.588  |      0.473  |      0.408  |      0.289  |      0.287  |      0.180  |      0.180 *|
      6 KiB|      1.163  |      0.592  |      0.397  |      0.411  |      0.286  |      0.296  |      0.168 *|      0.178  |
      8 KiB|      1.157  |      0.590  |      0.372  |      0.305  |      0.237  |      0.244  |      0.171  |      0.167 *|
     12 KiB|      1.158  |      0.583  |      0.342  |      0.266  |      0.214  |      0.206  |      0.166  |      0.162 *|
     16 KiB|      1.156  |      0.569  |      0.318  |      0.244  |      0.201  |      0.196  |      0.164  |      0.161 *|
     24 KiB|      1.155  |      0.569  |      0.300  |      0.220  |      0.192  |      0.188  |      0.162  |      0.161 *|
     32 KiB|      1.154  |      0.569  |      0.294  |      0.209  |      0.183  |      0.183  |      0.160  |      0.160 *|
     48 KiB|      1.156  |      0.571  |      0.286  |      0.199  |      0.177  |      0.177  |      0.159 *|      0.160 *|
     64 KiB|      1.156  |      0.572  |      0.299  |      0.215  |      0.208  |      0.205  |      0.190 *|      0.192  |
     96 KiB|      1.155  |      0.576  |      0.298  |      0.211  |      0.204  |      0.206  |      0.187 *|      0.190  |
    128 KiB|      1.154  |      0.573  |      0.296  |      0.208  |      0.204  |      0.205  |      0.187 *|      0.189  |
    192 KiB|      1.155  |      0.574  |      0.293  |      0.206  |      0.202  |      0.203  |      0.189  |      0.187 *|
    256 KiB|      1.155  |      0.571  |      0.294  |      0.203  |      0.202  |      0.204  |      0.191 *|      0.192  |
    384 KiB|      1.155  |      0.573  |      0.293  |      0.204  |      0.202  |      0.202  |      0.197 *|      0.198  |
    512 KiB|      1.155  |      0.573  |      0.297  |      0.209  |      0.206  |      0.211  |      0.203  |      0.202 *|
    768 KiB|      1.157  |      0.615  |      0.470  |      0.467  |      0.462  |      0.461  |      0.458  |      0.457 *|
   1024 KiB|      1.156  |      0.621  |      0.478  |      0.478  |      0.470  |      0.472  |      0.466 *|      0.466  |
   1536 KiB|      1.156  |      0.621  |      0.479  |      0.476  |      0.471  |      0.472  |      0.466 *|      0.466  |
   2048 KiB|      1.155  |      0.621  |      0.477  |      0.476  |      0.471  |      0.471  |      0.466  |      0.466 *|
   3072 KiB|      1.156  |      0.621  |      0.478  |      0.475  |      0.470  |      0.471  |      0.466 *|      0.466  |
      4 MiB|      1.156  |      0.621  |      0.477  |      0.477  |      0.471  |      0.471  |      0.466 *|      0.466  |
      6 MiB|      1.187  |      0.677  |      0.517  |      0.516  |      0.502  |      0.496  |      0.486 *|      0.487  |
      8 MiB|      1.301  |      0.931  |      0.664  |      0.613  |      0.605  |      0.599  |      0.583  |      0.580 *|
     12 MiB|      1.425  |      1.092  |      0.869  |      0.803  |      0.789 *|      0.828  |      0.819  |      0.963  |
     16 MiB|      1.658  |      1.266  |      1.163  |      1.022  |      0.976  |      0.915  |      0.879  |      0.845 *|
     24 MiB|      1.407  |      1.150  |      0.996  |      0.955  |      0.947  |      0.939  |      0.929  |      0.920 *|
     32 MiB|      1.409  |      1.168  |      1.024  |      0.989  |      0.982  |      0.982  |      0.960  |      0.954 *|
     48 MiB|      1.421  |      1.211  |      1.072  |      1.039  |      1.042  |      1.031  |      0.995 *|      1.002  |
     64 MiB|      1.417  |      1.238  |      1.104  |      1.059  |      1.051  |      1.053  |      1.023 *|      1.029  |
     96 MiB|      1.428  |      1.240  |      1.107  |      1.071  |      1.078  |      1.075  |      1.043 *|      1.045  |
    128 MiB|      1.428  |      1.249  |      1.113  |      1.076  |      1.083  |      1.085  |      1.056  |      1.051 *|
    192 MiB|      1.432  |      1.249  |      1.124  |      1.091  |      1.097  |      1.098  |      1.062  |      1.061 *|
    256 MiB|      1.431  |      1.255  |      1.125  |      1.089  |      1.096  |      1.094  |      1.069  |      1.066 *|
